Station, Fav, StationName, HydStatus, Prov, Latitude(Degrees), Longitude(Degrees), DrainageArea(km≤), Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
08LC030, , VIOLET CREEK NEAR GRINDROD (LOWER STATION), Discontinued, BC,50.6875,-119.123, ,7,1946,1953, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LC031, , FORTUNE CREEK AT STEPNEY, Discontinued, BC,50.5028,-119.124,132,12,1950,1961, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LC032, , SHUSWAP RIVER BELOW SKOOKUMCHUCK RAPIDS, Discontinued, BC,50.6111,-118.775, ,2,1955,1956, True, , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LC033, , CREIGHTON CREEK NEAR LUMBY, Discontinued, BC,50.2111,-118.771,37.6,8,1959,1966, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LC034, , FERRY CREEK NEAR LUMBY, Discontinued, BC,50.2419,-118.647,145,18,1959,1977, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LC035, , FORTUNE CREEK NEAR ARMSTRONG, Discontinued, BC,50.4383,-119.142,41.2,26,1911,1984, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LC036, , GARDOM CREEK NEAR GRINDROD, Discontinued, BC,50.6125,-119.15,25.9,5,1960,1964, , True, , , Seasonal, , , VANCOUVER, , 
08LC037, , MARA LAKE NEAR SICAMOUS, Discontinued, BC,50.7764,-119.004, ,14,1961,1974, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LC038, , MABEL LAKE AT THE OUTLET, Discontinued, BC,50.6028,-118.738, ,10,1970,1979, True, , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LC039, , BESSETTE CREEK ABOVE BEAVERJACK CREEK, Active, BC,50.2979,-118.859,769,44,1970,2015, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC040, , VANCE CREEK BELOW DEAFIES CREEK, Active, BC,50.2843,-118.947,70.9,48,1970,2017, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC041, , SUGAR LAKE RESERVOIR AT THE OUTLET, Active, BC,50.3577,-118.538, ,46,1970,2015, True, , True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC042, , BESSETTE CREEK ABOVE LUMBY LAGOON OUTFALL, Active, BC,50.2525,-118.961,632,43,1973,2015, True, True, True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC043, , ABERDEEN LAKE AT THE OUTLET, Discontinued, BC,50.1047,-119.073, ,19,1968,1986, True, , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LC044, , HADDO LAKE AT THE OUTLET, Discontinued, BC,50.0944,-119.084, ,19,1968,1986, True, , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LC046, , CREIGHTON CREEK NEAR CREIGHTON VALLEY, Discontinued, BC,50.2103,-118.859, ,1,1977,1977, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LC047, , GRIZZLY SWAMP NEAR HADDO LAKE, Discontinued, BC,50.0889,-119.083, ,9,1978,1986, True, , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LC048, , TRINITY CREEK ABOVE DIVERSION, Discontinued, BC,50.4139,-118.933,42.9,4,1981,1984, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LC049, , CHERRY CREEK NEAR CHERRYVILLE, Discontinued, BC,50.2561,-118.633,503,9,1982,1990, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LC050, , TRINITY CREEK NEAR THE MOUTH, Discontinued, BC,50.5336,-118.969,191,6,1985,1990, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LD001, , ADAMS RIVER NEAR SQUILAX, Active, BC,50.9376,-119.656,3210,108,1911,2018, , True, True, , Continuous, True, True, VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LD002, , HIUIHILL CREEK ABOVE DIVERSIONS, Discontinued, BC,50.8856,-119.733,69.7,33,1917,2002, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LD003, , ADAMS LAKE NEAR SQUILAX, Active, BC,50.9536,-119.675, ,69,1949,2017, , , True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LD004, , SINMAX CREEK BELOW JOHNSON CREEK, Discontinued, BC,51.125,-119.867,130,15,1926,1976, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LD005, , HOMESTAKE CREEK NEAR LOUIS CREEK, Discontinued, BC,51.1083,-119.828,16.8,3,1926,1928, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LD006, , HIUIHILL CREEK NEAR SQUILAX (LOWER STATION), Discontinued, BC,50.9217,-119.645,104,8,1947,1954, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LD009, , FISHER CREEK AT WEST BOUNDARY D.L. 3599, Discontinued, BC,51.4256,-119.468,14.7,18,1981,1998, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE001, , BOLEAN CREEK AT FALKLAND, Discontinued, BC,50.5008,-119.562,228,15,1911,1964, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE002, , CAMPBELL CREEK NEAR BARNHART VALE, Discontinued, BC,50.6378,-120.122,518,5,1911,1915, , True, , , Miscellaneous, , , VANCOUVER, , 
08LE003, , CAMPBELL CREEK NEAR MONTE CREEK, Discontinued, BC,50.6522,-120.083, ,2,1911,1912, , True, , , Miscellaneous, , , VANCOUVER, , 
08LE004, , CANOE CREEK NEAR SALMON ARM, Discontinued, BC,50.7217,-119.228,70.2,8,1911,1962, , True, , , Seasonal, , , VANCOUVER, , 
08LE005, , CHASE CREEK NEAR CHASE, Discontinued, BC,50.7972,-119.651,279,17,1911,1968, , True, , , Seasonal, , , VANCOUVER, , 
08LE006, , PRINGLE CREEK NEAR WESTWOLD, Discontinued, BC,50.4789,-119.82,15.5,25,1911,1953, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE007, , EAGLE RIVER NEAR SICAMOUS, Discontinued, BC,50.8417,-118.979,1230,2,1911,1912, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE008, , INGRAM CREEK NEAR THE MOUTH, Discontinued, BC,50.4567,-119.692,63.2,12,1911,1975, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE009, , JACKO CREEK NEAR KAMLOOPS, Discontinued, BC,50.5989,-120.447,10.9,2,1912,1913, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE010, , MARTIN CREEK NEAR PRITCHARD, Discontinued, BC,50.6764,-119.76,38.9,6,1911,1922, , True, , , Seasonal, , , VANCOUVER, , 
08LE011, , MONTE CREEK (DIVERSION TO MONTE LAKE) NEAR MONTE LAKE, Discontinued, BC,50.5189,-119.857, ,28,1911,1954, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE012, , MONTE CREEK NEAR MONTE LAKE, Discontinued, BC,50.52,-119.859,60.6,27,1911,1980, True, True, , , Seasonal, , , VANCOUVER, , 
08LE013, , MONTE CREEK NEAR MONTE CREEK, Discontinued, BC,50.6208,-119.923,184,21,1911,1980, True, True, , , Seasonal, , , VANCOUVER, , 
08LE014, , MOULTON CREEK NEAR PRITCHARD, Discontinued, BC,50.6833,-119.89,15.5,2,1911,1912, , True, , , Seasonal, , , VANCOUVER, , 
08LE015, , NEDS CREEK NEAR PRITCHARD (LOWER STATION), Discontinued, BC,50.6672,-119.839,15.5,11,1911,1927, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE016, , NISKONLITH CREEK NEAR SHUSWAP, Discontinued, BC,50.7611,-119.774,130,5,1911,1915, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE017, , PEMBERTON CREEK NEAR PRITCHARD, Discontinued, BC,50.7022,-119.863,20.7,2,1911,1912, , True, , , Seasonal, , , VANCOUVER, , 
08LE018, , ROBBINS CREEK NEAR MONTE LAKE (LOWER STATION), Discontinued, BC,50.6194,-119.981,38.9,2,1911,1912, True, True, , , Miscellaneous, , , VANCOUVER, , 
08LE019, , SALMON RIVER ABOVE ADELPHI CREEK, Discontinued, BC,50.4083,-119.811,546,22,1911,1978, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE020, , SALMON RIVER AT FALKLAND, Active, BC,50.4986,-119.559,1030,77,1911,2018, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE021, , SALMON RIVER NEAR SALMON ARM, Active, BC,50.6925,-119.331,1550,57,1911,2015, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE022, , ROBBINS CREEK NEAR ROBBINS RANGE, Discontinued, BC,50.575,-120.033,15.5,9,1919,1927, , True, , , Seasonal, , , VANCOUVER, , 
08LE023, , WARREN CREEK NEAR SALMON ARM, Discontinued, BC,50.4903,-119.529,25.9,2,1911,1912, , True, , , Seasonal, , , VANCOUVER, , 
08LE024, , EAGLE RIVER NEAR MALAKWA, Active, BC,50.9363,-118.802,932,60,1913,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE025, , CELISTA CREEK NEAR ALBAS, Discontinued, BC,51.2083,-119.007,282,11,1914,1924, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE026, , CRAZY CREEK AT TAFT, Discontinued, BC,50.9925,-118.644,117,3,1914,1916, , True, , , Miscellaneous, , , VANCOUVER, , 
08LE027, , SEYMOUR RIVER NEAR SEYMOUR ARM, Active, BC,51.2622,-118.946,805,67,1914,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE028, , ONYX CREEK NEAR MAGNA BAY, Discontinued, BC,50.9569,-119.293,50.8,4,1915,1925, , True, , , Seasonal, , , VANCOUVER, , 
08LE029, , ROSS CREEK NEAR ANGLEMONT, Discontinued, BC,50.9764,-119.228,104,4,1915,1925, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE030, , SCOTCH CREEK NEAR SORRENTO, Discontinued, BC,50.9319,-119.465,635,3,1915,1948, , True, , , Seasonal, , , VANCOUVER, , 
08LE031, , SOUTH THOMPSON RIVER AT CHASE, Active, BC,50.7631,-119.743,15800,96,1911,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE032, , NISKONLITH CREEK ABOVE NISKONLITH LAKE, Discontinued, BC,50.7681,-119.8,31.1,10,1918,1927, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE033, , LOAKIN CREEK ABOVE INDIAN DIVERSION, Discontinued, BC,50.8306,-119.756,51.8,10,1918,1927, , True, , , Seasonal, , , VANCOUVER, , 
08LE034, , NEDS CREEK NEAR PRITCHARD (UPPER STATION), Discontinued, BC,50.6553,-119.794,5.18,8,1918,1927, True, True, , , Seasonal, , , VANCOUVER, , 
08LE035, , PETERSON CREEK NEAR KAMLOOPS, Discontinued, BC,50.6064,-120.375,64.8,6,1917,1922, True, True, , , Miscellaneous, , , VANCOUVER, , 
08LE036, , SCUITTO CREEK NEAR BARNHART VALE, Discontinued, BC,50.5736,-120.183,122,12,1917,1948, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE037, , CAMPBELL CREEK NEAR BARNHART VALE (UPPER STATION), Discontinued, BC,50.5714,-120.211,285,15,1917,1951, , True, , , Seasonal, , , VANCOUVER, , 
08LE038, , BLAIR CREEK NEAR FALKLAND (LOWER STATION), Discontinued, BC,50.5467,-119.598,77.7,1,1921,1921, , True, , , Miscellaneous, , , VANCOUVER, , 
08LE039, , WHITE CREEK NEAR CARLIN, Discontinued, BC,50.8706,-119.318,64.2,24,1921,1980, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE040, , BLAIR CREEK NEAR FALKLAND (UPPER STATION), Discontinued, BC,50.5797,-119.588,77.7,2,1921,1922, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE041, , TAPPEN CREEK NEAR TAPPEN, Discontinued, BC,50.7839,-119.349,26.9,15,1923,1985, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE042, , SPA CREEK ABOVE COWPERSMITH DIVERSION, Discontinued, BC,50.5486,-119.401,13,7,1923,1931, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE043, , SILVER CREEK NEAR SALMON ARM, Discontinued, BC,50.5917,-119.364,25.9,11,1923,1948, , True, , , Seasonal, , , VANCOUVER, , 
08LE044, , GORDON CREEK NEAR SALMON ARM, Discontinued, BC,50.6611,-119.376,18.9,14,1930,1975, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE045, , GRIER CREEK NEAR SALMON ARM, Discontinued, BC,50.6264,-119.4,13,2,1930,1931, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE046, , KERNAGHAN CREEK NEAR SALMON ARM, Discontinued, BC,50.6389,-119.401,13,2,1930,1931, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE047, , SHUSWAP LAKE NEAR SORRENTO, Discontinued, BC,50.8806,-119.465, ,57,1923,1979, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE048, , NISKONLITH CREEK (INDIAN DIVERSION) NEAR SHUSWAP, Discontinued, BC,50.7639,-119.774, ,18,1933,1950, True, True, , , Seasonal, , , VANCOUVER, , 
08LE049, , NISKONLITH CREEK (HOFFMAN AND ROSS DIVERSION) NEAR SHUSWAP, Discontinued, BC,50.7625,-119.781, ,18,1932,1950, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE050, , NISKONLITH LAKE SPILLWAY, Discontinued, BC,50.7642,-119.783, ,6,1945,1950, True, True, , , Seasonal, , , VANCOUVER, , 
08LE051, , LOAKIN CREEK (INDIAN DIVERSION) NEAR SHUSWAP, Discontinued, BC,50.82,-119.757, ,17,1934,1950, True, True, , , Seasonal, , , VANCOUVER, , 
08LE053, , SHUSWAP LAKE NEAR SICAMOUS, Discontinued, BC,50.8514,-119.012, ,21,1923,1974, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE054, , EAST CANOE CREEK NEAR SALMON ARM, Discontinued, BC,50.6958,-119.197,20.5,5,1945,1949, , True, , , Seasonal, , , VANCOUVER, , 
08LE055, , FARRELL CREEK NEAR TAPPEN (LOWER STATION), Discontinued, BC,50.7778,-119.287,9.58,2,1939,1940, , True, , , Seasonal, , , VANCOUVER, , 
08LE056, , FARRELL CREEK NEAR TAPPEN (UPPER STATION), Discontinued, BC,50.8028,-119.288, ,1,1940,1940, , True, , , Seasonal, , , VANCOUVER, , 
08LE057, , LITTLE SHUSWAP LAKE AT CHASE, Discontinued, BC,50.8283,-119.674, ,39,1949,1987, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE058, , CAMPBELL CREEK BELOW SCUITTO CREEK, Discontinued, BC,50.5811,-120.19,521,9,1949,1967, True, True, , , Seasonal, , , VANCOUVER, , 
08LE059, , SALMON RIVER NEAR WESTWOLD, Discontinued, BC,50.4569,-119.771,601,1,1946,1946, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE060, , SPA CREEK BELOW COWPERSMITH DIVERSION, Discontinued, BC,50.5444,-119.378,13,4,1945,1948, True, True, , , Seasonal, , , VANCOUVER, , 
08LE061, , PETERSON CREEK NEAR KNUTSFORD, Discontinued, BC,50.6375,-120.331,103,3,1950,1952, , True, , , Seasonal, , , VANCOUVER, , 
08LE063, , SALMON RIVER NEAR DOUGLAS LAKE, Discontinued, BC,50.3,-119.986,237,3,1951,1953, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE064, , SALMON RIVER NEAR FALKLAND, Discontinued, BC,50.4475,-119.469,1120,8,1951,1978, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE065, , SALMON RIVER AT GLENEMMA, Discontinued, BC,50.4694,-119.35,1160,9,1951,1976, , True, , , Continuous, , , VANCOUVER, , B.C. MINISTRY OF ENVIRONMENT
08LE066, , NEWSOME CREEK AT SORRENTO, Discontinued, BC,50.8736,-119.468,18.9,6,1954,1964, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE067, , FOWLER CREEK NEAR FALKLAND, Discontinued, BC,50.5256,-119.375,15.8,10,1955,1964, , True, , , Seasonal, , , VANCOUVER, , 
08LE068, , MONTE LAKE NEAR MONTE LAKE, Discontinued, BC,50.4917,-119.833, ,19,1957,1975, True, , True, , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE069, , SOUTH THOMPSON RIVER AT MONTE CREEK, Discontinued, BC,50.6533,-119.959,16600,13,1958,1971, , True, True, , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE070, , SHUSWAP LAKE AT SALMON ARM, Active, BC,50.7094,-119.284, ,43,1951,2018, , , True, , Continuous, True, , VANCOUVER, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE071, , SHUSWAP LAKE AT SEYMOUR ARM, Discontinued, BC,51.2389,-118.928, ,19,1961,1979, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE072, , PALMER CREEK NEAR SALMON ARM, Discontinued, BC,50.7042,-119.347,18.1,12,1963,1977, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE073, , WHITE CREEK AT TAPPEN, Discontinued, BC,50.7889,-119.331,125,13,1964,1980, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE074, , CANOE CREEK ABOVE EAST CANOE CREEK, Discontinued, BC,50.7014,-119.224,39.1,10,1965,1974, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE075, , SALMON RIVER ABOVE SALMON LAKE, Discontinued, BC,50.2889,-119.956,143,38,1965,2002, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE077, , CORNING CREEK NEAR SQUILAX, Active, BC,50.9132,-119.533,26.2,38,1966,2015, , True, True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE078, , ROBBINS CREEK ABOVE DISDERO CREEK, Discontinued, BC,50.575,-119.981,32.1,7,1968,1979, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LE079, , NISKONLITH LAKE NEAR SHUSWAP, Discontinued, BC,50.7642,-119.783, ,19,1932,1950, True, , True, , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE080, , NEWSOME CREEK AT THE MOUTH, Discontinued, BC,50.8806,-119.471,20.2,5,1971,1975, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE081, , CHUM CREEK NEAR SQUILAX, Discontinued, BC,50.8344,-119.571, ,3,1971,1980, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE086, , RATCHFORD CREEK AT 600 M CONTOUR, Discontinued, BC,51.365,-118.806,253,12,1973,1984, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE087, , TAPPEN CREEK AT THE SOURCE, Discontinued, BC,50.7958,-119.395,4.4,9,1973,1985, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE088, , SALMON RIVER ABOVE KERNAGHAN CREEK, Discontinued, BC,50.6347,-119.387,1400,7,1973,1979, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LE089, , SALMON RIVER ABOVE FOWLER CREEK, Discontinued, BC,50.5133,-119.349,1070,9,1974,1986, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE090, , SALMON RIVER BELOW SILVER CREEK, Discontinued, BC,50.6086,-119.363,1210,4,1974,1977, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE091, , KERNAGHAN CREEK ABOVE DIVERSIONS, Discontinued, BC,50.6344,-119.39,8.29,8,1974,1987, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE092, , GORDON CREEK ABOVE DIVERSIONS, Discontinued, BC,50.6611,-119.383,17.9,6,1974,1979, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE093, , PALMER CREEK ABOVE DIVERSIONS, Discontinued, BC,50.7167,-119.363,15.5,6,1974,1979, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE094, , BOLEAN CREEK NEAR THE MOUTH, Discontinued, BC,50.5092,-119.569,224,12,1974,1986, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE095, , WEYMAN CREEK NEAR THE MOUTH, Discontinued, BC,50.3622,-119.929,95.6,4,1974,1978, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE096, , FOWLER CREEK AT 640 M CONTOUR, Discontinued, BC,50.5236,-119.385,15.8,8,1974,1986, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE097, , SALMON RIVER NEAR GLENEMMA, Discontinued, BC,50.4986,-119.346,1170,3,1974,1976, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LE099, , NORTH PAXTON CREEK ABOVE DIVERSIONS, Discontinued, BC,50.5339,-119.812, ,2,1979,1980, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE101, , KNIGHT CREEK ABOVE DIVERSIONS, Discontinued, BC,50.8031,-119.178,5.67,3,1981,1983, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE102, , PETERSON CREEK ABOVE JACKO CREEK, Discontinued, BC,50.5878,-120.446,21.4,6,1981,1986, , True, , , Seasonal, , , VANCOUVER, , 
08LE103, , MONTE CREEK ABOVE MONTE LAKE DIVERSION, Discontinued, BC,50.5228,-119.853,64.3,14,1981,1994, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE104, , HLINA CREEK BELOW RASMUSSEN CREEK, Discontinued, BC,50.9575,-119.377,15.9,5,1981,1985, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE105, , HLINA CREEK AT THE MOUTH, Discontinued, BC,50.9436,-119.349,24.7,5,1981,1985, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE106, , SOUTH PASS CREEK AT THE MOUTH, Discontinued, BC,50.9264,-118.474,30.2,13,1982,1994, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE107, , HUDSON CREEK NEAR THE MOUTH, Discontinued, BC,50.9636,-119.163,4.7,5,1983,1987, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LE108, , EAST CANOE CREEK ABOVE DAM, Active, BC,50.6967,-119.196,20.8,32,1983,2014, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE109, , SHUSWAP LAKE AT CANOE, Discontinued, BC,50.7547,-119.229, ,25,1986,2010, , , True, , Seasonal, , , VANCOUVER, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE110, , LOFTUS CREEK AT MALAKWA, Discontinued, BC,50.935,-118.806, ,7,1988,1994, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LE112, , CHASE CREEK ABOVE THE MOUTH, Active, BC,50.8191,-119.682,297,20,1996,2015, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LF001, , BARNES CREEK NEAR ASHCROFT, Discontinued, BC,50.7075,-121.232,100,17,1912,1928, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LF002, , BONAPARTE RIVER BELOW CACHE CREEK, Active, BC,50.803,-121.323,5020,58,1911,2018, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LF003, , BOTANIE CREEK NEAR LYTTON, Discontinued, BC,50.3125,-121.549,98.4,2,1911,1912, True, True, , , Seasonal, , , VANCOUVER, , 
08LF004, , CACHE CREEK NEAR CACHE CREEK, Discontinued, BC,50.825,-121.258,90.7,8,1911,1920, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LF005, , CHERRY CREEK NEAR KAMLOOPS, Discontinued, BC,50.625,-120.537,53.1,17,1911,1927, , True, , , Miscellaneous, , , VANCOUVER, , 
08LF006, , CORNWALL CREEK NEAR ASHCROFT, Discontinued, BC,50.7264,-121.344,90.7,13,1911,1931, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LF007, , CRISS CREEK NEAR SAVONA, Active, BC,50.8839,-120.966,479,64,1912,2014, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LF008, , BEATON CREEK NEAR KAMLOOPS, Discontinued, BC,50.6583,-120.625,33.7,1,1912,1912, True, True, , , Miscellaneous, , , VANCOUVER, , 
08LF009, , DEADMAN RIVER ABOVE WALHACHIN FLUME, Discontinued, BC,50.8778,-120.972,1170,2,1911,1912, , True, , , Seasonal, , , VANCOUVER, , 
08LF010, , DEADMAN RIVER (WALHACHIN FLUME), Discontinued, BC,50.85,-120.961, ,2,1912,1913, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LF011, , DEADMAN RIVER BELOW WALHACHIN FLUME, Discontinued, BC,50.7833,-120.922, ,1,1911,1911, True, True, , , Seasonal, , , VANCOUVER, , 
08LF013, , HAT CREEK NEAR ASHCROFT, Discontinued, BC,50.6122,-121.569,74.1,12,1911,1922, , True, , , Seasonal, , , VANCOUVER, , 
08LF014, , HAT CREEK - HAMMOND DIVERSION TO OREGON JACK CREEK, Discontinued, BC,50.6208,-121.569, ,9,1912,1922, , True, , , Seasonal, , , VANCOUVER, , 
08LF015, , HAT CREEK NEAR CACHE CREEK, Discontinued, BC,50.8844,-121.42,658,35,1911,1994, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
